,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
437,Awful,Gunship,/games/gunship-23429/ps-280,PlayStation,3.0,Simulation,N,1996,11,25
438,Okay,Olympic Summer Games: Atlanta '96,/games/olympic-summer-games-atlanta-96-808731/ps-551,PlayStation,6.0,Sports,N,1996,11,25
439,Unbearable,Revolution X,/games/revolution-x/ps-689,PlayStation,1.0,Action,N,1996,11,25
440,Bad,Shockwave Assault,/games/shockwave-assault/ps-679,PlayStation,4.0,Action,N,1996,11,25
441,Bad,HardBall 5,/games/hardball-5/ps-140,PlayStation,4.0,Sports,N,1996,11,25
442,Good,Twisted Metal [1996],/games/twisted-metal-1996/ps-444,PlayStation,7.0,Action,N,1996,11,26
443,Amazing,WipEout XL,/games/wipeout-2097/ps-473,PlayStation,9.0,Racing,Y,1996,11,26
444,Great,WipEout,/games/wipeout/ps-192,PlayStation,8.0,Racing,N,1996,11,26
445,Great,Tobal No. 1,/games/tobal-no-1/ps-743,PlayStation,8.7,Fighting,Y,1996,11,26
446,Great,Star Gladiator Episode 1: Final Crusade,/games/star-gladiator-episode-1-final-crusade/ps-461,PlayStation,8.0,Fighting,N,1996,11,26
447,Good,Starfighter,/games/starfighter/ps-287,PlayStation,7.0,Action,N,1996,11,26
448,Good,Battle Arena Toshinden,/games/battle-arena-toshinden/ps-716,PlayStation,7.0,Fighting,N,1996,11,21
449,Good,Destruction Derby,/games/destruction-derby/ps-144,PlayStation,7.0,"Racing, Action",N,1996,11,21
450,Great,Aquanaut's Holiday,/games/aquanauts-holiday/ps-548,PlayStation,8.0,Simulation,N,1996,11,21
451,Painful,Creature Shock (Special Edition),/games/creature-shock/ps-136,PlayStation,2.0,Action,N,1996,11,21
452,Good,Air Combat,/games/air-combat/ps-393,PlayStation,7.0,"Flight, Action",N,1996,11,21
453,Good,Descent,/games/descent-1995/ps-143,PlayStation,7.0,Action,N,1996,11,21
454,Mediocre,Cyber Sled,/games/cyber-sled/ps-138,PlayStation,5.0,Action,N,1996,11,21
455,Good,DEFCON 5,/games/defcon-5/ps-142,PlayStation,7.0,Action,N,1996,11,21
456,Mediocre,The King of Fighters '95,/games/the-king-of-fighters-95/ps-2072,PlayStation,5.0,Fighting,N,1996,11,25
457,Great,Jumping Flash! 2,/games/jumping-flash-2/ps-577,PlayStation,8.0,Platformer,N,1996,11,25
458,Bad,Epidemic,/games/epidemic/ps-299,PlayStation,4.0,Action,N,1996,11,25
459,Mediocre,Philosoma,/games/philosoma/ps-166,PlayStation,5.0,Action,N,1996,11,25
460,Mediocre,NBA In the Zone,/games/nba-in-the-zone-36223/ps-164,PlayStation,5.0,Sports,N,1996,11,25
461,Good,Magic Carpet,/games/magic-carpet/ps-159,PlayStation,7.5,Action,N,1996,11,25
462,Painful,Power Serve 3D Tennis,/games/power-serve-3d-tennis/ps-167,PlayStation,2.0,Sports,N,1996,11,25
463,Great,Resident Evil [1996],/games/resident-evil/ps-610,PlayStation,8.7,"Action, Adventure",N,1996,11,25
464,Okay,NCAA GameBreaker,/games/ncaa-gamebreaker/ps-724,PlayStation,6.8,Sports,N,1996,11,25
465,Okay,Project: Horned Owl,/games/project-horned-owl/ps-706,PlayStation,6.0,Shooter,N,1996,11,25
466,Okay,Frank Thomas: Big Hurt Baseball,/games/frank-thomas-big-hurt-baseball/pc-672,PC,6.0,Sports,N,1996,11,25
467,Good,Goal Storm,/games/goal-storm/ps-150,PlayStation,7.0,Sports,N,1996,11,25
468,Awful,In the Hunt,/games/in-the-hunt/ps-70,PlayStation,3.0,Action,N,1996,11,25
469,Good,International Track & Field,/games/international-track-field/ps-12,PlayStation,7.0,Sports,N,1996,11,25
470,Painful,Novastorm,/games/novastorm/ps-554,PlayStation,2.0,Shooter,N,1996,11,25
471,Great,PO'ed,/games/poed/ps-2098,PlayStation,8.0,Action,N,1996,11,25
472,Okay,NBA Jam: Tournament Edition,/games/nba-jam-tournament-edition/ps-701,PlayStation,6.5,Sports,N,1996,11,25
473,Good,WWF Wrestlemania: The Arcade Game,/games/wwf-wrestlemania/ps-714,PlayStation,7.0,Wrestling,N,1996,11,26
474,Good,Williams Arcade's Greatest Hits,/games/williams-arcades-greatest-hits/ps-202,PlayStation,7.0,Compilation,N,1996,11,26
475,Okay,Tetris Plus,/games/tetris-plus/ps-725,PlayStation,6.0,Puzzle,N,1996,11,26
476,Mediocre,Slam 'n Jam '96: Featuring Magic and Kareem,/games/slam-n-jam-96-featuring-magic-and-kareem/ps-708,PlayStation,5.0,Sports,N,1996,11,26
477,Bad,V-Tennis,/games/v-tennis/ps-712,PlayStation,4.0,Sports,N,1996,11,26
478,Good,Tokyo Highway Battle,/games/tokyo-highway-battle/ps-185,PlayStation,7.0,Racing,N,1996,11,26
479,Mediocre,Zero Divide,/games/zero-divide/ps-193,PlayStation,5.0,Fighting,N,1996,11,26
480,Amazing,X-COM: UFO Defense,/games/ufo-enemy-unknown/ps-686,PlayStation,9.0,Strategy,Y,1996,11,26
481,Okay,Darkstalkers: The Night Warriors,/games/darkstalkers-the-night-warriors/ps-141,PlayStation,6.5,Fighting,N,1996,11,21
482,Good,FIFA Soccer '96,/games/fifa-soccer-96/ps-542,PlayStation,7.8,Sports,N,1996,11,21
483,Bad,Mortal Kombat Trilogy,/games/mortal-kombat-trilogy/n64-454,Nintendo 64,4.1,Fighting,N,1996,11,20
484,Amazing,Wave Race 64,/games/wave-race-64/n64-81,Nintendo 64,9.7,Racing,Y,1996,11,15
485,Mediocre,Battle Arena Toshinden Remix,/games/battle-arena-toshinden-remix/saturn-195,Saturn,5.0,Fighting,N,1996,11,15
486,Bad,Cruis'n USA,/games/cruisn-usa/n64-498,Nintendo 64,4.0,Racing,N,1996,11,14
487,Mediocre,Batman Forever: The Arcade Game,/games/batman-forever/ps-318,PlayStation,5.0,Action,N,1996,11,2
488,Great,Pilotwings 64,/games/pilotwings-64/n64-83,Nintendo 64,8.2,Flight,N,1996,9,25
489,Mediocre,Road Rash,/games/road-rash/ps-102,PlayStation,5.0,"Racing, Action",N,1996,11,25
490,Good,Ridge Racer [1995],/games/ridge-racer-1995/ps-173,PlayStation,7.5,Racing,N,1996,11,25
491,Good,Shellshock,/games/shellshock/ps-177,PlayStation,7.0,Action,N,1996,11,25
492,Good,SimCity 2000,/games/simcity-2000/ps-680,PlayStation,7.0,Strategy,N,1996,11,25
493,Good,Street Fighter Alpha: Warriors' Dreams,/games/street-fighter-alpha/ps-181,PlayStation,7.0,Fighting,N,1996,11,25
494,Awful,The Hive,/games/the-hive/ps-693,PlayStation,3.0,Action,N,1996,11,25
495,Good,Loaded,/games/loaded/ps-157,PlayStation,7.5,Shooter,N,1996,11,25
496,Unbearable,Revolution X,/games/revolution-x/ps-689,PlayStation,1.0,Action,N,1996,11,25
497,Okay,Olympic Summer Games: Atlanta '96,/games/olympic-summer-games-atlanta-96-808731/ps-551,PlayStation,6.0,Sports,N,1996,11,25
498,Good,NBA Live '96,/games/nba-live-96/ps-171,PlayStation,7.0,Sports,N,1996,11,25
499,Painful,Psychic Detective,/games/psychic-detective/ps-526,PlayStation,2.0,Adventure,N,1996,11,25
500,Amazing,NHL FaceOff,/games/nhl-faceoff/ps-555,PlayStation,9.0,Sports,N,1996,11,25
501,Great,NFL GameDay,/games/nfl-gameday/ps-553,PlayStation,8.0,Sports,N,1996,11,25
502,Awful,Kileak: The DNA Imperative,/games/kileak-the-dna-imperative/ps-718,PlayStation,3.0,Action,N,1996,11,25
503,Awful,Raven Project,/games/raven-project/ps-184,PlayStation,3.0,Action,N,1996,11,25
504,Okay,Silverload,/games/silverload/ps-585,PlayStation,6.0,Adventure,N,1996,11,25
505,Great,Formula 1,/games/formula-1/ps-106,PlayStation,8.0,Racing,N,1996,11,25
506,Great,Worms,/games/worms/ps-277,PlayStation,8.0,Strategy,N,1996,11,26
507,Mediocre,Zoop,/games/zoop/ps-721,PlayStation,5.0,Puzzle,N,1996,11,26
508,Painful,Space Griffon,/games/space-griffon/ps-709,PlayStation,2.0,Action,N,1996,11,26
509,Amazing,Tekken 2,/games/tekken-2/ps-475,PlayStation,9.0,Fighting,Y,1996,11,26
510,Great,Warhawk,/games/warhawk/ps-189,PlayStation,8.7,"Flight, Action",N,1996,11,26
511,Good,Rayman,/games/rayman/ps-69,PlayStation,7.0,Platformer,N,1996,11,25
512,Okay,Romance of the Three Kingdoms IV: Wall of Fire,/games/romance-of-the-three-kingdoms-iv-wall-of-fire/ps-478,PlayStation,6.0,Strategy,N,1996,11,25
513,Bad,Advanced Dungeons & Dragons: Iron & Blood -- Warriors of Ravenloft,/games/advanced-dungeons-dragons-iron-blood-warriors-of-ravenloft/ps-303,PlayStation,4.0,Fighting,N,1996,11,25
514,Amazing,Super Mario 64,/games/super-mario-64/n64-606,Nintendo 64,9.8,Platformer,Y,1996,9,25
515,Good,Baku Baku,/games/baku-baku/saturn-194,Saturn,7.0,Puzzle,N,1996,6,18
516,Great,The Walking Dead: The Game -- Episode 1: A New Day,/games/the-walking-dead-season-1-episode-1/xbox-360-135866,Xbox 360,8.5,Adventure,N,1970,1,1
517,Okay,Olympic Soccer,/games/olympic-soccer/ps-552,PlayStation,6.0,Sports,N,1996,11,25
518,Bad,Off-World Interceptor Extreme,/games/off-world-interceptor-extreme/ps-704,PlayStation,4.0,Action,N,1996,11,25
519,Okay,Gex,/games/gex/ps-149,PlayStation,6.0,Platformer,N,1996,11,25
520,Mediocre,Skeleton Warriors,/games/skeleton-warriors/ps-707,PlayStation,5.0,Action,N,1996,11,25
521,Mediocre,Johnny Bazookatone,/games/johnny-bazookatone/ps-674,PlayStation,5.0,Platformer,N,1996,11,25
522,Good,PGA Tour '96,/games/pga-tour-96/ps-165,PlayStation,7.0,Sports,N,1996,11,25
523,Great,Namco Museum Vol. 1,/games/namco-museum-vol-1/ps-702,PlayStation,8.0,"Action, Compilation",N,1996,11,25
524,Good,Road & Track Presents: The Need for Speed,/games/road-and-track-presents-the-need-for-speed/ps-1864,PlayStation,7.0,Racing,N,1996,11,25
525,Great,Mario Kart 64,/games/mario-kart/n64-502,Nintendo 64,8.1,"Racing, Action",Y,1997,2,20
526,Good,Rally Cross,/games/rally-cross/ps-757,PlayStation,7.0,Racing,N,1997,2,20
527,Okay,Spider,/games/spider/ps-614,PlayStation,6.0,Action,N,1997,2,14
528,Okay,Grid Runner,/games/grid-runner/ps-434,PlayStation,6.0,Action,N,1997,2,10
529,Good,Virtual Pool,/games/virtual-pool/ps-731,PlayStation,7.0,Sports,N,1997,2,10
530,Great,Pro-Pinball,/games/pro-pinball/ps-756,PlayStation,8.0,Pinball,N,1997,2,5
531,Good,Deception: Invitation to Darkness,/games/deception-invitation-to-darkness/ps-755,PlayStation,7.0,Strategy,N,1997,2,3
532,Good,Peak Performance,/games/peak-performance/ps-2100,PlayStation,7.0,Racing,N,1997,4,29
533,Painful,Independence Day,/games/independence-day/ps-1860,PlayStation,2.0,Action,N,1997,4,23
534,Okay,Buster Bros. Collection,/games/buster-bros-collection/ps-759,PlayStation,6.0,Action,N,1997,4,21
535,Bad,Re-Loaded: The Hardcore Sequel,/games/re-loaded-the-hardcore-sequel/ps-41,PlayStation,4.0,Shooter,N,1996,12,24
536,Good,Destruction Derby 2,/games/destruction-derby-2/ps-7,PlayStation,7.2,Racing,N,1996,12,23
537,Great,Blood Omen: Legacy of Kain,/games/blood-omen-legacy-of-kain/ps-2024,PlayStation,8.5,"Action, RPG",Y,1997,1,31
538,Okay,Tunnel B-1,/games/tunnel-b-1/ps-58,PlayStation,6.0,Action,N,1997,1,30
539,Good,Doom 64,/games/doom/n64-503,Nintendo 64,7.4,Shooter,N,1997,1,28
540,Great,NHL FaceOff '97,/games/nhl-faceoff-97/ps-753,PlayStation,8.0,Sports,N,1997,1,28
541,Amazing,Super Puzzle Fighter II Turbo,/games/super-puzzle-fighter-ii-turbo/ps-728,PlayStation,9.0,"Puzzle, Action",Y,1997,1,27
542,Mediocre,NBA Hang Time,/games/nba-hang-time/n64-270,Nintendo 64,5.4,Sports,N,1997,1,27
543,Amazing,Suikoden,/games/suikoden/ps-443,PlayStation,9.0,RPG,N,1997,1,22
544,Okay,Battle Stations,/games/battle-stations/ps-758,PlayStation,6.0,Strategy,N,1997,4,16
545,Great,Nanotek Warrior,/games/nanotek-warrior/ps-748,PlayStation,8.0,Action,N,1997,4,14
546,Okay,Rush Hour,/games/rush-hour/ps-746,PlayStation,6.0,Racing,N,1997,4,14
547,Good,BRAHMA Force: The Assault On Beltlogger 9,/games/brahma-force-the-assault-on-beltlogger-9/ps-735,PlayStation,7.0,Action,N,1997,4,10
548,Great,Vandal Hearts,/games/vandal-hearts/ps-727,PlayStation,8.0,RPG,N,1997,4,9
549,Great,MechWarrior 2,/games/mechwarrior-2/ps-89,PlayStation,8.0,Simulation,N,1997,4,8
550,Good,VR Baseball '97,/games/vr-baseball-97/ps-742,PlayStation,7.0,Sports,N,1997,4,7
551,Okay,Need for Speed II,/games/need-for-speed-collection/ps-739,PlayStation,6.0,Racing,N,1997,4,3
552,Okay,Samurai Shodown III: Blades of Blood,/games/samurai-shodown-best-collection/ps-101,PlayStation,6.5,Fighting,N,1996,12,20
553,Okay,Mortal Kombat Trilogy,/games/mortal-kombat-trilogy/ps-462,PlayStation,6.0,Fighting,N,1996,12,19
554,Mediocre,Pitball,/games/pitball/ps-308,PlayStation,5.0,Action,N,1996,12,18
555,Mediocre,MLB Pennant Race,/games/mlb-pennant-race/ps-80,PlayStation,5.0,Sports,N,1996,12,17
556,Great,Tempest X3: An Inter-Galactic Battle Zone,/games/tempest-x3-an-inter-galactic-battle-zone/ps-40,PlayStation,8.0,Action,N,1996,12,17
557,Mediocre,Project Overkill,/games/project-overkill/ps-169,PlayStation,5.0,Action,N,1997,1,21
558,Good,Crusader: No Remorse,/games/crusader-no-remorse/ps-752,PlayStation,7.0,Action,N,1997,1,21
559,Great,VR Golf '97,/games/vr-golf-97/ps-751,PlayStation,8.0,Sports,N,1997,1,20
560,Awful,Iron Man / XO Manowar in Heavy Metal,/games/iron-man-xo-manowar-in-heavy-metal/ps-750,PlayStation,3.0,Action,N,1997,1,15
561,Great,Disruptor,/games/disruptor/ps-135,PlayStation,8.0,Shooter,N,1997,1,13
562,Good,Final Doom,/games/final-doom/ps-446,PlayStation,7.0,Action,N,1997,1,7
563,Good,Twisted Metal 2,/games/twisted-metal-2/ps-325,PlayStation,7.3,Action,N,1997,1,7
564,Good,NFL GameDay 97,/games/nfl-gameday-97/ps-326,PlayStation,7.8,Sports,N,1997,1,6
565,Great,Jet Moto,/games/jet-moto/ps-442,PlayStation,8.0,Racing,N,1997,1,3
566,Bad,FIFA Soccer 64,/games/fifa-97/n64-767,Nintendo 64,4.2,Sports,N,1997,4,1
567,Great,Command & Conquer (1997),/games/command-and-conquer/ps-500,PlayStation,8.0,Strategy,N,1997,3,31
568,Okay,Mega Man 8,/games/mega-man-8/ps-561,PlayStation,6.0,Action,N,1997,3,31
569,Okay,Big Bass World Championship,/games/big-bass-world-championship/ps-729,PlayStation,6.0,Hunting,N,1997,3,27
570,Amazing,Blast Corps,/games/blast-corps-138193/n64-416,Nintendo 64,9.0,Action,Y,1997,3,26
571,Great,NBA Live '97,/games/nba-live-97/ps-529,PlayStation,8.0,Sports,N,1997,3,21
572,Amazing,NBA ShootOut '97,/games/nba-shootout-97/ps-740,PlayStation,9.0,Sports,Y,1997,3,18
573,Great,Turok: Dinosaur Hunter,/games/turok-dinosaur-hunter/n64-425,Nintendo 64,8.6,Shooter,N,1997,3,11
574,Unbearable,The Crow: City of Angels,/games/the-crow-city-of-angels/ps-738,PlayStation,1.0,Action,N,1997,3,11
575,Mediocre,Star Wars: Dark Forces,/games/star-wars-dark-forces/ps-27,PlayStation,5.0,Action,N,1996,12,13
576,Amazing,Tomb Raider -- Featuring Lara Croft,/games/tomb-raider-featuring-lara-croft/ps-97,PlayStation,9.3,Adventure,N,1996,12,13
577,Okay,Pandemonium,/games/magical-hoppers/ps-611,PlayStation,6.6,Platformer,N,1996,12,13
578,Good,Cool Boarders,/games/cool-boarders/ps-71,PlayStation,7.0,Sports,N,1996,12,13
579,Amazing,NBA In the Zone 2,/games/nba-in-the-zone-2/ps-331,PlayStation,9.0,Sports,N,1996,12,12
580,Great,Street Fighter Alpha 2,/games/street-fighter-alpha-2/ps-476,PlayStation,8.5,Fighting,N,1996,12,11
581,Bad,TNN Motorsports Hardcore 4X4,/games/hard-core-4x4/ps-747,PlayStation,4.0,Racing,N,1997,1,3
582,Good,Black Dawn,/games/black-dawn/ps-11,PlayStation,7.5,Simulation,N,1997,1,2
583,Okay,Namco Museum Vol. 3,/games/namco-museum-vol-3/ps-733,PlayStation,6.0,"Action, Compilation",N,1997,3,11
584,Bad,Crypt Killer,/games/crypt-killer/ps-734,PlayStation,4.0,Action,N,1997,3,7
585,Amazing,Carnage Heart,/games/carnage-heart/ps-304,PlayStation,9.2,Strategy,N,1997,3,5
586,Great,Soul Blade,/games/soul-blade/ps-2117,PlayStation,8.3,Fighting,Y,1997,3,3
587,Okay,Hi-Octane,/games/hi-octane/ps-152,PlayStation,6.0,Racing,N,1997,3,2
588,Okay,Star Wars: Shadows of the Empire,/games/star-wars-shadows-of-the-empire/n64-415,Nintendo 64,6.5,Action,N,1996,12,9
589,Good,Wayne Gretzky's 3D Hockey,/games/wayne-gretzkys-3d-hockey/n64-765,Nintendo 64,7.1,Sports,N,1996,12,5
590,Okay,Killer Instinct Gold,/games/killer-instinct-gold/n64-499,Nintendo 64,6.5,Fighting,N,1996,12,4
591,Awful,Spot Goes to Hollywood,/games/spot-goes-to-hollywood/ps-565,PlayStation,3.0,Platformer,N,1996,11,26
592,Okay,Space Hulk: Vengeance of the Blood Angels,/games/space-hulk-vengeance-of-the-blood-angels/ps-533,PlayStation,6.0,Action,N,1996,11,26
593,Good,Tekken,/games/tekken/ps-182,PlayStation,7.5,Fighting,N,1996,11,26
594,Good,VR Soccer '96,/games/vr-soccer/ps-14,PlayStation,7.7,Sports,N,1996,11,26
595,Awful,Top Gun: Fire At Will,/games/top-gun-fire-at-will/ps-682,PlayStation,3.0,Simulation,N,1996,11,26
596,Mediocre,World Cup Golf: Professional Edition,/games/world-cup-golf-hyatt-dorado-beach/ps-685,PlayStation,5.0,Sports,N,1996,11,26
597,Great,Tobal No. 1,/games/tobal-no-1/ps-743,PlayStation,8.7,Fighting,Y,1996,11,26
598,Good,Twisted Metal [1996],/games/twisted-metal-1996/ps-444,PlayStation,7.0,Action,N,1996,11,26
599,Amazing,WipEout XL,/games/wipeout-2097/ps-473,PlayStation,9.0,Racing,Y,1996,11,26
600,Awful,Doraemon Nobita & The 3 Fairy Spirit Stones,/games/doraemon-nobita-the-3-fairy-spirit-stones/n64-1901,Nintendo 64,3.0,Platformer,N,1997,6,11
601,Great,Xevious 3D/G+,/games/xevious-3d-g/ps-2134,PlayStation,8.0,Shooter,N,1997,6,11
602,Good,Thunder Truck Rally,/games/thunder-truck-rally/ps-2125,PlayStation,7.0,Racing,N,1997,6,3
603,Bad,NBA Hang Time,/games/nba-hang-time/ps-264,PlayStation,4.0,Sports,N,1997,6,3
604,Mediocre,All-Star Baseball '97 Featuring Frank Thomas,/games/all-star-baseball-97-featuring-frank-thomas/ps-2017,PlayStation,5.0,Sports,N,1997,6,2
605,Bad,War Gods,/games/war-gods/n64-463,Nintendo 64,4.3,Fighting,N,1997,5,29
606,Okay,Broken Helix,/games/broken-helix/ps-441,PlayStation,6.0,"Action, Adventure",N,1997,5,29
607,Good,Codename: Tenka,/games/codename-tenka/ps-2033,PlayStation,7.0,Shooter,N,1997,5,27
608,Bad,War Gods,/games/war-gods/ps-268,PlayStation,4.0,Fighting,N,1997,5,23
609,Mediocre,Hexen,/games/hexen/ps-2065,PlayStation,5.0,Action,N,1997,5,23
610,Good,Descent Maximum,/games/descent-maximum/ps-2043,PlayStation,7.5,Action,N,1997,5,23
611,Mediocre,The City of Lost Children,/games/the-city-of-lost-children/ps-2031,PlayStation,5.0,Adventure,N,1997,5,23
612,Bad,Wing Commander IV: The Price of Freedom,/games/wing-commander-iv-the-price-of-freedom/ps-1876,PlayStation,4.0,Simulation,N,1997,5,21
613,Okay,Overblood,/games/overblood/ps-564,PlayStation,6.0,Adventure,N,1997,5,20
614,Great,Wild ARMs,/games/wild-arms/ps-1875,PlayStation,8.0,RPG,N,1997,5,20
615,Good,Rage Racer,/games/rage-racer/ps-505,PlayStation,7.0,Racing,N,1997,5,19
616,Great,Star Fox 64,/games/star-fox-64/n64-419,Nintendo 64,8.7,"Flight, Action",N,1997,5,16
617,Mediocre,Swagman,/games/swagman/ps-579,PlayStation,5.0,Action,N,1997,5,15
618,Okay,Grand Slam,/games/grand-slam/ps-2062,PlayStation,6.0,Sports,N,1997,5,13
619,Amazing,Triple Play '98,/games/triple-play-98/ps-1874,PlayStation,9.2,Sports,N,1997,5,13
620,Okay,Norse By Norse West: The Return of the Lost Vikings,/games/norse-by-norse-west-the-return-of-the-lost-vikings/ps-2093,PlayStation,6.0,Platformer,N,1997,5,12
621,Good,Tail of the Sun,/games/tail-of-the-sun/ps-2122,PlayStation,7.0,Adventure,N,1997,5,9
622,Okay,Goal Storm '97,/games/goal-storm-97/ps-1857,PlayStation,6.0,Sports,N,1997,5,6
623,Mediocre,Sentient [1997],/games/sentient-1997/ps-2115,PlayStation,5.0,Adventure,N,1997,5,1
624,Mediocre,Psychic Force,/games/psychic-force/ps-57,PlayStation,5.0,Fighting,N,1997,4,29
625,Good,NHL Powerplay '98,/games/nhl-powerplay-98/ps-2156,PlayStation,7.0,Sports,N,1997,8,28
626,Good,Madden NFL '98,/games/madden-football-64/ps-2079,PlayStation,7.0,Sports,N,1997,8,26
627,Mediocre,The Lost World: Jurassic Park,/games/the-lost-world-jurassic-park/ps-2124,PlayStation,5.0,Action,N,1997,8,26
628,Great,NFL GameDay 98,/games/nfl-gameday-98/ps-2087,PlayStation,8.8,Sports,Y,1997,8,26
629,Amazing,GoldenEye 007,/games/goldeneye/n64-1991,Nintendo 64,9.7,Shooter,Y,1997,8,25
630,Amazing,Ace Combat 2,/games/ace-combat-2/ps-481,PlayStation,9.0,"Flight, Action",Y,1997,8,22
631,Good,Warcraft II: The Dark Saga,/games/warcraft-ii-the-dark-saga/ps-2132,PlayStation,7.0,Strategy,N,1997,8,20
632,Mediocre,Machine Hunter,/games/machine-hunter/ps-2078,PlayStation,5.0,Action,N,1997,8,19
633,Great,Tetrisphere,/games/tetrisphere/n64-420,Nintendo 64,8.0,Puzzle,N,1997,8,13
634,Okay,Ogre Battle,/games/ogre-battle/ps-2095,PlayStation,6.0,Strategy,N,1997,8,8
635,Great,Porsche Challenge,/games/porsche-challenge/ps-2103,PlayStation,8.0,Racing,N,1997,8,5
636,Good,NCAA Football '98,/games/ncaa-football-98/ps-2086,PlayStation,7.0,Sports,N,1997,8,5
637,Bad,Lethal Enforcers I & II,/games/lethal-enforcers/ps-2074,PlayStation,4.0,Action,N,1997,8,5
638,Mediocre,VMX Racing,/games/vmx-racing/ps-68,PlayStation,5.0,Racing,N,1997,7,25
639,Great,Duke Nukem 64,/games/duke-nukem-3d/n64-85,Nintendo 64,8.0,Shooter,N,1997,11,14
640,Great,NBA Live '98,/games/nba-live-98/ps-2142,PlayStation,8.0,Sports,N,1997,11,13
641,Good,Jet Moto 2,/games/jet-moto-2/ps-2068,PlayStation,7.0,Racing,N,1997,11,12
642,Good,Cool Boarders 2,/games/cool-boarders-2/ps-2035,PlayStation,7.2,Sports,N,1997,11,11
643,Great,Time Crisis,/games/time-crisis/ps-2126,PlayStation,8.0,Action,Y,1997,11,11
644,Mediocre,Maximum Force,/games/maximum-force/ps-2080,PlayStation,5.0,Shooter,N,1997,9,25
645,Great,Treasures of the Deep,/games/treasures-of-the-deep/ps-2155,PlayStation,8.0,Adventure,N,1997,9,24
646,Okay,Discworld II: Mortality Bytes!,/games/discworld-ii-mortality-bytes/ps-2044,PlayStation,6.0,Adventure,N,1997,9,24
647,Good,Nuclear Strike,/games/nuclear-strike/ps-2140,PlayStation,7.6,Action,N,1997,9,24
648,Great,NHL FaceOff '98,/games/nhl-faceoff-98/ps-2088,PlayStation,8.0,Sports,N,1997,9,24
649,Great,NASCAR 98,/games/nascar-98/ps-2085,PlayStation,8.0,Racing,N,1997,9,23
650,Great,MLB '98,/games/mlb-98/ps-2077,PlayStation,8.0,Sports,N,1997,7,23
651,Okay,Herc's Adventures,/games/hercs-adventures/ps-1858,PlayStation,6.0,Action,N,1997,7,18
652,Okay,Namco Museum Vol. 4,/games/namco-museum-vol-4/ps-2089,PlayStation,6.0,"Action, Compilation",N,1997,7,18
653,Mediocre,Syndicate Wars,/games/syndicate-wars/ps-534,PlayStation,5.0,Shooter,N,1997,7,16
654,Mediocre,Dark Rift,/games/dark-rift/n64-1954,Nintendo 64,5.4,Fighting,N,1997,7,10
655,Okay,Hercules,/games/hercules/ps-2045,PlayStation,6.0,Action,N,1997,7,3
656,Okay,Battlesport,/games/battlesport-805676/ps-320,PlayStation,6.0,Action,N,1997,7,2
657,Good,Darklight Conflict,/games/darklight-conflict/ps-2041,PlayStation,7.0,Action,N,1997,6,30
658,Good,Dynasty Warriors,/games/dynasty-warriors-806701/ps-2047,PlayStation,7.8,Fighting,N,1997,6,27
659,Bad,F1 Pole Position 64,/games/f1-pole-position-64/n64-1977,Nintendo 64,4.1,Racing,N,1997,10,24
660,Good,Madden Football 64,/games/madden-football-64/n64-2196,Nintendo 64,7.8,Sports,N,1997,10,24
661,Great,1080° Snowboarding,/games/1080-snowboarding/n64-2225,Nintendo 64,8.6,Sports,Y,1998,4,2
662,Mediocre,San Francisco Rush: Extreme Racing,/games/san-francisco-rush-extreme-racing/ps-3725,PlayStation,5.0,Racing,N,1998,4,2
663,Painful,Judge Dredd,/games/judge-dredd-14213549/ps-2326,PlayStation,2.0,Shooter,N,1998,4,1
664,Mediocre,Tennis Arena,/games/tennis-arena/ps-2204,PlayStation,5.0,Sports,N,1998,3,31
665,Bad,Rampage: World Tour,/games/rampage-world-tour/n64-2289,Nintendo 64,4.9,Action,N,1998,3,30
666,Good,Pitfall 3D,/games/pitfall-3d/ps-2101,PlayStation,7.0,Platformer,N,1998,3,27
667,Great,San Francisco Rush: Extreme Racing,/games/san-francisco-rush-extreme-racing/n64-1941,Nintendo 64,8.9,Racing,N,1997,11,7
668,Awful,Dragon Ball GT Final Bout,/games/dragon-ball-gt-final-bout/ps-2207,PlayStation,3.0,Fighting,N,1997,11,7
669,Good,Mass Destruction,/games/mass-destruction/ps-2164,PlayStation,7.0,Action,N,1997,11,5
670,Great,Need for Speed: V-Rally,/games/need-for-speed-v-rally/ps-2129,PlayStation,8.0,Racing,N,1997,11,5
671,Okay,Caesars Palace,/games/caesars-palace/ps-2028,PlayStation,6.0,Casino,N,1997,11,5
672,Great,Crash Bandicoot 2: Cortex Strikes Back,/games/crash-bandicoot-2-cortex-strikes-back/ps-2037,PlayStation,8.5,Platformer,N,1997,11,4
673,Amazing,Colony Wars,/games/colony-wars/ps-2034,PlayStation,9.3,Action,Y,1997,11,4
674,Painful,Frogger,/games/frogger-108479/ps-2057,PlayStation,2.0,Platformer,N,1997,11,3
675,Good,Moto Racer,/games/moto-racer/ps-2141,PlayStation,7.5,Racing,N,1997,11,3
676,Awful,Jeopardy! [1998],/games/jeopardy-1998/n64-1998,Nintendo 64,3.8,Simulation,N,1998,2,25
677,Okay,NCAA March Madness '98,/games/ncaa-march-madness-98/ps-2292,PlayStation,6.5,Sports,N,1998,2,25
678,Bad,Shadow Master,/games/shadow-master/ps-2116,PlayStation,4.0,Action,N,1998,2,25
